,Ticker,Number of Holdings,Percentage of Assets in Top 10,Beta,Issuer,ESG Score,Annual Dividend Rate in $,Annual Dividend Yield %,Expense Ratio,Inception,Index Tracked,Category,Asset Class,Asset Class Size,Asset Class Style,Region (General),Region (Specific),AUM in Millions $,Shares in Millions,Num of sectors,Sector (General),Sector (Specific)
1349,PXE,31.0,46.45,2.51,Invesco,3.57,0.42,2.6,0.0063,10/26/2005,Dynamic Energy Exploration & Production Intellidex Index,Energy Equities,Equity,Multi-Cap,Blend,North America,U.S.,27.3,1.7,2,Energy,Oil & Gas Exploration & Production
1350,SGDJ,37.0,46.75,0.93,Sprott Asset Management,4.11,0.97,2.37,0.005,3/31/2015,Sprott Zacks Junior Gold Miners Index ,Materials,Equity,Small-Cap,Blend,Developed Markets,Broad,114.3,2.8,2,Materials,Gold Miners
1352,DLN,297.0,29.43,0.95,WisdomTree,6.01,2.71,2.48,0.0028,6/16/2006,WisdomTree LargeCap Dividend Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,2660.7,24.4,21,,
1353,HEEM,2.0,100.0,0.74,iShares,4.88,0.46,1.41,0.006999999999999999,9/23/2014,MSCI Emerging Markets 100% USD Hedged Index,Emerging Markets Equities,Equity,Large-Cap,Blend,Broad Asia,Pacific ex-Japan,218.0,6.7,2,,
1355,FITE,67.0,20.15,1.06,State Street SPDR,5.67,0.41,0.87,0.0045,12/26/2017,S&P Kensho Future Security Index,Technology Equities,Equity,Multi-Cap,Blend,North America,U.S.,21.1,0.5,7,Industrials,Aerospace & Defense
1356,WBIF,30.0,45.39,0.55,WBI Shares,3.33,0.02,0.08,0.0125,8/25/2014,NONE,Global Equities,Equity,Multi-Cap,Value,North America,U.S.,36.6,1.2,16,Telecom,Broad
1357,RVRS,505.0,9.44,1.25,Exponential ETFs,6.18,0.35,1.65,0.0029,10/31/2017,Reverse Cap Weighted U.S. Large Cap Index,Mid Cap Blend Equities,Equity,Mid-Cap,Blend,North America,U.S.,17.8,0.9,21,,
1358,GVAL,97.0,24.97,1.1,Cambria,5.94,0.41,1.83,0.0065,3/12/2014,NONE,Global Equities,Equity,Multi-Cap,Value,Developed Europe,Broad,118.4,5.4,17,,
1360,TTAC,136.0,20.55,1.05,TrimTabs Asset Management,5.78,0.19,0.4,0.0059,9/28/2016,NONE,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,187.8,4.0,18,,
1361,JHMA,51.0,41.36,1.1,John Hancock,6.58,0.61,1.43,0.004,3/28/2016,John Hancock Dimensional Basic Materials Index,Materials,Equity,Multi-Cap,Blend,North America,U.S.,26.4,0.6,7,Materials,Broad
1362,ESGU,349.0,24.89,1.01,iShares,5.9,1.09,1.24,0.0015,12/1/2016,MSCI USA ESG Focus Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,14385.4,163.4,21,,
1363,FXG,42.0,41.77,0.72,First Trust,5.94,0.73,1.33,0.0063,5/8/2007,StrataQuant Consumer Staples Index,Consumer Staples Equities,Equity,Multi-Cap,Blend,North America,U.S.,238.1,4.4,6,Consumer Staples,Broad
1364,FLEE,568.0,16.63,0.89,Franklin Templeton Investments,7.76,0.49,1.84,0.0009,11/2/2017,FTSE Developed Europe Capped Index,Europe Equities,Equity,Large-Cap,Blend,Developed Europe,Broad,236.6,9.0,21,,
1365,EIS,98.0,55.61,1.09,iShares,4.66,0.11,0.17,0.0059,3/26/2008,MSCI Israel Capped Investable Market Index,Global Equities,Equity,Multi-Cap,Blend,Middle East,Israel,139.0,2.2,20,,
1366,CHIL,51.0,50.59,0.66,Global X,3.36,0.37,0.8,0.0029,12/7/2018,MSCI China Top 50 10/50 Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,10.2,0.2,15,,
1367,SLYG,333.0,10.36,1.2,State Street SPDR,4.73,0.54,0.65,0.0015,9/29/2000,S&P SmallCap 600 Growth Index,Small Cap Growth Equities,Equity,Micro-Cap,Growth,North America,U.S.,2204.5,26.3,20,,
1368,ITB,48.0,63.24,1.44,iShares,6.13,0.26,0.42,0.0042,5/1/2006,Dow Jones U.S. Select Home Construction Index,Building & Construction ,Equity,Multi-Cap,Blend,North America,U.S.,2180.5,35.6,8,Materials,Homebuilders
1369,ROBT,109.0,23.33,1.29,First Trust,5.96,0.09,0.17,0.0065,2/21/2018,Nasdaq CTA Artificial Intelligence and Robotics Index,Technology Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,224.5,4.4,11,,
1370,MXDU,473.0,14.36,0.97,Nationwide,5.16,0.66,1.78,0.0034,9/15/2017,TOBAM Maximum Diversification USA Index,Large Cap Growth Equities,Equity,Multi-Cap,Blend,North America,U.S.,108.8,2.9,21,,
1371,SLX,25.0,72.67,1.44,VanEck,3.2,0.83,1.58,0.0056,10/16/2006,NYSE Arca Steel Index,Materials,Equity,Multi-Cap,Blend,Developed Markets,Broad,92.1,1.8,4,Materials,Steel
1372,GSIE,798.0,8.13,0.87,Goldman Sachs,7.2,0.51,1.6,0.0025,11/6/2015,Goldman Sachs ActiveBeta International Equity Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,2216.2,69.3,19,,
1373,PIO,44.0,54.59,0.88,Invesco,7.71,0.31,0.89,0.0075,6/13/2007,NASDAQ OMX Global Water Index,Water Equities ,Equity,Multi-Cap,Blend,Developed Markets,Broad,240.0,7.0,11,Industrials,Water
1374,JHMM,676.0,4.39,1.14,John Hancock,5.54,0.47,0.99,0.0042,9/28/2015,John Hancock Dimensional Mid Cap Index,Mid Cap Growth Equities,Equity,Mid-Cap,Blend,North America,U.S.,1912.2,40.4,21,,
1376,PXJ,18.0,67.11,2.39,Invesco,4.17,0.14,3.48,0.0063,10/26/2005,Dynamic Oil & Gas Services Intellidex Index,Energy Equities,Equity,Multi-Cap,Value,Developed Markets,Broad,26.3,6.6,4,Energy,Oil Equipment & Services
1377,RFDI,127.0,19.74,0.89,First Trust,7.67,0.86,1.35,0.0083,4/13/2016,NONE,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,156.5,2.5,21,,
1378,SCZ,2360.0,2.43,1.0,iShares,6.1,1.04,1.49,0.004,12/10/2007,MSCI EAFE Small Cap Index,Foreign Small & Mid Cap Equities,Equity,Multi-Cap,Blend,Developed Markets,EAFE,12519.1,180.2,22,,
1379,CSM,305.0,21.52,1.04,ProShares,5.32,1.02,1.17,0.0046,7/13/2009,Credit Suisse 130/30 Large-Cap Index,Long-Short,Equity,Multi-Cap,Blend,North America,U.S.,434.5,5.0,21,,
1380,RFV,107.0,19.06,1.66,Invesco,4.81,1.12,1.29,0.0035,3/7/2006,S&P MidCap 400/Citigroup Pure Value Index,Small Cap Value Equities,Equity,Small-Cap,Value,North America,U.S.,101.7,1.2,18,,
1381,IJH,402.0,6.69,1.19,iShares,4.84,2.94,1.17,0.0007,5/22/2000,S&P MidCap 400 Index,Mid Cap Growth Equities,Equity,Mid-Cap,Growth,North America,U.S.,58052.6,231.4,21,,
1383,EWH,40.0,63.43,0.75,iShares,6.84,0.63,2.38,0.0051,3/12/1996,MSCI Hong Kong Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Developed Asia Pacific,Pacific ex-Japan,1553.5,58.7,14,,
1384,EWA,68.0,57.84,1.0,iShares,8.85,0.48,1.96,0.0051,3/18/1996,MSCI Australia Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Developed Asia Pacific,Australia,1427.7,57.8,17,,
1385,XLB,29.0,62.57,1.04,State Street SPDR,7.7,1.24,1.65,0.0012,12/16/1998,Materials Select Sector Index,Materials,Equity,Large-Cap,Blend,North America,U.S.,6545.7,86.9,4,Materials,Broad
1386,JPIN,442.0,4.78,0.84,J.P. Morgan,7.05,1.42,2.39,0.0037,11/5/2014,FTSE Developed ex North America Diversified Factor Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,840.1,14.1,21,,
1388,NFTY,52.0,25.53,0.84,First Trust,3.76,0.23,0.54,0.008,2/14/2012,NIFTY 50 Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,India,4.3,0.1,13,,
1389,FCG,33.0,48.97,2.73,First Trust,3.65,0.34,2.41,0.006,5/11/2007,ISE-Revere Natural Gas Index,Energy Equities,Equity,Multi-Cap,Blend,North America,U.S.,199.4,14.2,4,Energy,Natural Gas
1390,KBA,461.0,22.08,0.71,KraneShares,1.65,0.3,0.65,0.0059,3/4/2014,MSCI China A Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,876.5,19.1,19,,
1391,KLDW,245.0,9.17,0.91,Knowledge Leaders Capital,6.59,0.26,0.61,0.0075,7/8/2015,Knowledge Leaders Developed World Index,Global Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,173.8,4.1,20,,
1392,NIFE,52.0,45.64,1.58,Direxion,4.99,3.93,5.47,0.005,6/11/2020,Indxx US Fallen Knives Index,Small Cap Blend Equities,Equity,Multi-Cap,Blend,North America,U.S.,10.8,0.2,14,,
1393,XAR,34.0,40.75,1.22,State Street SPDR,7.4,0.72,0.6,0.0035,9/28/2011,S&P Aerospace & Defense Select Industry Index ,Industrials Equities,Equity,Multi-Cap,Blend,North America,U.S.,1491.9,12.5,7,Industrials,Aerospace & Defense
1394,FXZ,38.0,45.6,1.29,First Trust,3.79,0.72,1.38,0.0067,5/8/2007,StrataQuant Materials Index,Materials,Equity,Multi-Cap,Blend,North America,U.S.,234.1,4.5,7,Materials,Broad
1395,ARKK,55.0,47.65,1.65,ARK Investment Management,4.78,2.04,1.75,0.0075,10/31/2014,NONE,All Cap Equities,Equity,Multi-Cap,Growth,North America,U.S.,21371.9,182.7,10,Technology,Broad
1396,FLAX,1564.0,32.34,0.77,Franklin Templeton Investments,5.29,0.44,1.49,0.0019,2/6/2018,FTSE Asian ex Japan Capped Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Broad Asia,Pacific ex-Japan,35.1,1.2,20,,
1398,UTES,24.0,63.56,0.38,Virtus,8.94,0.84,2.19,0.0049,9/23/2015,NONE,Utilities Equities,Equity,Multi-Cap,Blend,North America,U.S.,30.7,0.8,3,Utilities,Broad
1399,PRN,45.0,36.77,1.12,Invesco,5.32,0.09,0.1,0.006,10/12/2006,Dynamic Industrials Sector Intellidex Index,Industrials Equities,Equity,Multi-Cap,Growth,North America,U.S.,252.7,2.6,11,Industrials,Broad
1400,VOOV,440.0,18.23,1.01,Vanguard,6.23,3.03,2.28,0.001,9/9/2010,S&P 500 Value Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,1853.3,14.0,21,,
1401,IVAL,51.0,20.96,1.01,Alpha Architect,6.68,0.57,2.04,0.0059,12/17/2014,NONE,Global Equities,Equity,Multi-Cap,Value,Global ex-U.S.,Broad,117.5,4.3,14,,
1403,KCE,59.0,22.7,1.14,State Street SPDR,4.6,1.66,2.02,0.0035,11/15/2005,S&P Capital Markets Select Industry Index,Financials Equities,Equity,Multi-Cap,Blend,North America,U.S.,67.7,0.8,4,Financials,Capital Markets
1404,FLIN,166.0,44.49,0.81,Franklin Templeton Investments,4.26,0.18,0.64,0.0019,2/6/2018,FTSE India Capped Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,India,22.4,0.8,20,,
1405,IOO,107.0,48.52,0.91,iShares,5.34,0.94,1.46,0.004,12/5/2000,S&P Global 100 Index,Large Cap Growth Equities,Equity,Mega-Cap,Blend,Developed Markets,Broad,2909.7,45.1,16,,
1406,FLFR,82.0,49.38,1.06,Franklin Templeton Investments,6.63,0.4,1.44,0.0009,11/2/2017,FTSE France Capped Index,Europe Equities,Equity,Large-Cap,Blend,North America,U.S.,6.9,0.3,20,,
1407,SQEW,153.0,89.55,1.04,Redwood Investment Management,4.71,1.68,4.79,0.0075,5/12/2020,NONE,Global Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,70.0,2.0,20,,
1408,BKLC,202.0,31.57,1.04,Bank of New York Mellon,4.99,0.6,0.84,0.0,4/9/2020,Morningstar US Large Cap Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,230.9,3.2,21,,
1409,DTN,97.0,21.32,1.04,WisdomTree,5.82,2.84,3.15,0.0038,6/16/2006,WisdomTree Dividend ex-Financials index,Large Cap Value Equities,Equity,Multi-Cap,Blend,North America,U.S.,534.4,5.9,20,,
1410,SFYF,52.0,47.49,1.56,SoFi ETFs,4.08,0.11,0.39,0.0029,5/8/2019,Solactive SoFi US 50 Growth Index,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,14.2,0.5,15,,
1412,HFXI,800.0,11.38,0.82,IndexIQ,7.53,0.45,1.96,0.002,7/22/2015,FTSE Developed ex North America 50% Hedged to USD Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,296.0,12.8,21,,
1413,JHML,778.0,16.05,1.03,John Hancock,5.57,0.75,1.54,0.0029,9/28/2015,John Hancock Dimensional Large Cap Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,627.4,12.8,21,,
1414,EFV,539.0,15.23,0.93,iShares,7.55,1.14,2.3,0.0039,8/1/2005,MSCI EAFE Value Index,Foreign Large Cap Equities,Equity,Large-Cap,Value,Developed Markets,EAFE,11767.3,236.4,21,,
1416,INDA,98.0,48.4,0.87,iShares,4.54,0.11,0.26,0.0069,2/2/2012,MSCI India Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,India,5385.5,127.2,19,,
1417,IYY,1050.0,23.36,1.03,iShares,5.14,1.8,1.86,0.002,6/12/2000,Dow Jones U.S. Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,1491.2,15.4,21,,
1418,FTAG,46.0,59.28,1.14,First Trust,5.26,0.45,1.55,0.006999999999999999,3/11/2010,Indxx Global Agriculture Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,4.1,0.1,8,Materials,Agribusiness
1419,IYJ,193.0,31.3,1.17,iShares,6.48,1.47,1.46,0.0042,7/14/2000,Dow Jones U.S. Industrials Index,Industrials Equities,Equity,Large-Cap,Blend,North America,U.S.,1423.2,14.1,16,Industrials,Broad
1420,MLPX,25.0,66.81,1.64,Global X,3.73,2.23,7.02,0.0045,8/6/2013,Solactive MLP & Energy Infrastructure Index,MLPs,Equity,Multi-Cap,Blend,North America,U.S.,715.2,22.4,2,Energy,MLP
1421,DMRE,106.0,52.01,0.64,Transamerica Asset Management,5.71,0.47,0.79,0.006,3/19/2019,S&P Emerging Markets 100 Managed Risk 2.0 Index,Foreign Large Cap Equities,Equity,Multi-Cap,Blend,Emerging Markets,Broad,54.6,0.9,19,,
1422,IEME,90.0,45.68,1.18,iShares,3.21,0.23,0.59,0.0018,3/21/2018,NONE,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,17.9,0.5,9,Consumer Discretionary,Media
1423,CGW,52.0,50.99,0.79,Invesco,7.05,0.66,1.4,0.0057,5/14/2007,S&P Global Water Index,Water Equities ,Equity,Multi-Cap,Blend,Developed Markets,Broad,845.1,17.9,8,Industrials,Water
1424,AGT,26.0,75.43,1.41,iShares,5.04,0.24,0.97,0.0059,4/25/2017,MSCI All Argentina 25/50 Index,Leveraged Bonds,Equity,Multi-Cap,Blend,Latin America,Argentina,7.3,0.3,12,,
1425,REVS,293.0,26.67,0.99,Columbia Threadneedle Investments,5.53,4.67,25.67,0.0019,9/25/2019,Beta Advantage Research Enhanced U.S. Value Index,Large Cap Value Equities,Equity,Large-Cap,Value,North America,U.S.,1.8,0.1,20,,
1426,SIXA,53.0,34.79,0.84,6 Meridian LLC,6.18,0.41,1.38,0.0082,5/11/2020,NONE,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,126.0,4.2,13,,
1427,FLZA,61.0,55.02,1.23,Franklin Templeton Investments,5.67,0.95,3.81,0.0019,10/9/2018,FTSE/JSE South Africa Capped Index,Emerging Markets Equities,Equity,Large-Cap,Blend,North America,U.S.,2.5,0.1,12,,
1429,IWD,851.0,16.91,1.02,iShares,5.84,2.81,1.9,0.0019,5/22/2000,Russell 1000 Value Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,47739.5,323.9,22,,
1430,UPRO,506.0,42.79,3.16,ProShares,5.48,0.08,0.1,0.0093,6/23/2009,S&P 500 Index (300%),Leveraged Equities,Equity,Large-Cap,Blend,North America,U.S.,1892.9,23.2,0,,
1431,DFEN,38.0,72.58,3.77,Direxion,6.18,0.08,0.45,0.0099,5/3/2017,Dow Jones U.S. Select Aerospace & Defense Index (300%),Leveraged Equities,Equity,Multi-Cap,Blend,North America,U.S.,280.5,15.6,0,Industrials,Aerospace & Defense
1432,VIOO,603.0,9.53,1.27,Vanguard,4.39,1.83,0.93,0.001,9/9/2010,S&P SmallCap 600 Index,Small Cap Blend Equities,Equity,Small-Cap,Blend,North America,U.S.,1510.9,7.7,22,,
1433,GERM,70.0,49.5,2.36,ETF Managers Group,4.5,0.28,0.85,0.0068,6/17/2020,"Prime Treatments, Testing and Advancements Index",All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,55.2,1.6,4,Healthcare,Broad
1434,SPYG,234.0,49.08,0.98,State Street SPDR,4.42,0.5,0.91,0.0004,9/29/2000,S&P 500 Growth Index,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,9104.2,167.4,20,,
1435,FTEC,327.0,56.96,1.1,Fidelity,4.95,0.86,0.84,0.0008,10/21/2013,MSCI USA IMI Information Technology Index,Technology Equities,Equity,Large-Cap,Growth,North America,U.S.,5099.2,50.4,11,Technology,Broad
1436,REGL,57.0,20.19,0.89,ProShares,4.24,1.51,2.23,0.0041,2/5/2015,S&P MidCap 400 Dividend Aristocrats Index,Small Cap Blend Equities,Equity,Small-Cap,Blend,North America,U.S.,932.8,13.7,15,,
1438,HEDJ,104.0,42.76,0.87,WisdomTree,7.21,1.76,2.6,0.0058,12/31/2009,WisdomTree Europe Hedged Equity Index,Europe Equities,Equity,Large-Cap,Blend,Developed Europe,Broad,1809.5,26.8,18,,
1440,OVS,4.0,100.0,1.42,"Liquid Strategies, LLC",4.39,0.52,1.46,0.0082,9/30/2019,NONE,Small Cap Blend Equities,Equity,Small-Cap,Blend,North America,U.S.,4.4,0.1,2,,
1441,VTWG,1156.0,9.33,1.26,Vanguard,4.04,1.01,0.47,0.0015,9/22/2010,Russell 2000 Growth Index,Small Cap Growth Equities,Equity,Small-Cap,Growth,North America,U.S.,719.1,3.3,22,,
1442,CDL,101.0,13.18,0.98,Victory Capital,6.65,1.57,3.02,0.0035,7/7/2015,CEMP US Large Cap High Dividend 100 Volatility Weighted Index,Large Cap Value Equities,Equity,Multi-Cap,Value,North America,U.S.,200.2,3.9,19,,
1443,RPV,124.0,19.07,1.37,Invesco,6.41,1.3,1.77,0.0035,3/7/2006,S&P 500/Citigroup Pure Value Index,All Cap Equities,Equity,Multi-Cap,Value,North America,U.S.,1638.0,22.4,19,,
1444,NERD,34.0,49.22,0.87,Roundhill Financial LLC,3.49,0.32,0.98,0.005,6/4/2019,Roundhill BITKRAFT Esports Index,Global Equities,Equity,Multi-Cap,Blend,Developed Markets,Broad,113.9,3.5,8,Consumer Discretionary,Gaming
1445,CFA,500.0,3.3,1.04,Victory Capital,6.03,0.75,1.17,0.0035,7/1/2014,CEMP U.S. Large Cap 500 Volatility Weighted Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,658.1,10.3,20,,
1446,TUR,53.0,49.58,0.96,iShares,2.54,0.23,0.83,0.0059,3/26/2008,MSCI Turkey Investable Market Index,Emerging Markets Equities,Equity,Large-Cap,Blend,North America,U.S.,306.9,11.2,19,,
1447,FDEV,200.0,14.23,0.71,Fidelity,7.64,0.52,1.94,0.0039,2/26/2019,Fidelity Targeted International Factor Index,Foreign Large Cap Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,10.7,0.4,20,,
1448,VLU,1402.0,18.06,1.12,State Street SPDR,5.38,2.4,1.77,0.0012,10/24/2012,S&P 1500 Low Valuation Tilt Index,Large Cap Blend Equities,Equity,Large-Cap,Blend,North America,U.S.,99.4,0.7,20,,
1449,RSP,507.0,2.93,1.12,Invesco,6.2,2.09,1.53,0.002,4/30/2003,S&P Equal Weight Index,Large Cap Blend Equities,Equity,Multi-Cap,Blend,North America,U.S.,21635.4,157.9,20,,
1450,MDYV,308.0,7.99,1.29,State Street SPDR,4.62,0.94,1.48,0.0015,11/15/2005,S&P MidCap 400 Value Index,Mid Cap Value Equities,Equity,Mid-Cap,Value,North America,U.S.,1852.2,29.2,20,,
1452,ACSI,37.0,46.52,1.0,Exponential ETFs,4.87,0.35,0.79,0.0066,11/1/2016,American Customer Satisfaction Investable Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,71.5,1.6,13,,
1453,FLGB,120.0,39.37,0.98,Franklin Templeton Investments,8.51,0.6,2.51,0.0009,11/2/2017,FTSE UK Capped Index,Europe Equities,Equity,Large-Cap,Blend,North America,U.S.,181.8,7.8,19,,
1454,BTEC,261.0,24.61,1.24,Principal Financial Group,4.07,0.22,0.37,0.0042,8/19/2016,NASDAQ U.S. Health Care Innovators Index,Health & Biotech Equities,Equity,Multi-Cap,Growth,North America,U.S.,162.6,2.8,9,Healthcare,Biotechnology
1456,BKEM,649.0,32.27,1.41,Bank of New York Mellon,5.01,1.29,1.66,0.0018,4/24/2020,Morningstar Emerging Markets Large Cap Index,Asia Pacific Equities,Equity,Large-Cap,Blend,Emerging Markets,Broad,41.5,0.6,22,,
1457,EWJV,192.0,29.4,0.69,iShares,6.29,0.51,1.84,0.0015,3/5/2019,MSCI Japan Value Index,Japan Equities,Equity,Large-Cap,Value,Developed Asia Pacific,Japan,16.4,0.6,19,,
1458,TPHD,101.0,13.18,1.04,"Timothy Partners, Ltd",6.69,0.6,2.16,0.0052,5/1/2019,Victory US Large Cap High Dividend Volatility Weighted BRI Index,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,127.4,4.6,18,,
1461,IJK,230.0,12.78,1.11,iShares,5.05,1.19,1.58,0.0017,7/24/2000,S&P MidCap 400/Citigroup Growth Index,Small Cap Growth Equities,Equity,Multi-Cap,Growth,North America,U.S.,7746.5,103.2,21,,
1462,SCHB,2534.0,21.94,1.04,Charles Schwab,5.07,1.49,1.58,0.0003,11/3/2009,Dow Jones U.S. Broad Stock Market Total Return Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,North America,U.S.,18826.3,200.6,21,,
1463,VFMO,782.0,8.75,1.09,Vanguard,4.7,0.5,0.42,0.0013,2/15/2018,NONE,All Cap Equities,Equity,Multi-Cap,Growth,North America,U.S.,93.4,0.8,22,,
1464,XLF,66.0,54.61,1.19,State Street SPDR,7.67,0.6,1.77,0.0012,12/16/1998,Financial Select Sector Index,Financials Equities,Equity,Large-Cap,Blend,North America,U.S.,36505.3,1082.9,4,Financials,Broad
1465,GOAT,69.0,23.71,0.91,VanEck,5.86,1.03,2.88,0.0056,10/30/2018,Morningstar Global Wide Moat Focus Index,Large Cap Growth Equities,Equity,Large-Cap,Blend,Developed Markets,Broad,14.3,0.4,13,,
1467,ICOW,101.0,20.35,1.04,Pacer Financial,7.28,0.7,2.31,0.0065,6/16/2017,Pacer Developed Markets International Cash Cows 100 Index,Foreign Large Cap Equities,Equity,Large-Cap,Value,Developed Markets,Broad,16.6,0.6,20,,
1470,ZCAN,85.0,45.68,1.04,State Street SPDR,7.12,1.6,2.35,0.0014,6/11/2014,Solactive GBS Canada Large & Mid Cap Index,Global Equities,Equity,Multi-Cap,Blend,North America,Canada,15.3,0.2,15,,
1471,PUI,42.0,32.24,0.44,Invesco,7.26,0.77,2.45,0.006,10/26/2005,Dynamic Utilities Intellidex Index,Utilities Equities,Equity,Multi-Cap,Blend,North America,U.S.,46.9,1.5,5,Utilities,Broad
1473,ASHR,291.0,25.73,0.73,DWS,2.1,0.32,0.8,0.0065,11/6/2013,CSI 300 Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,2746.2,67.9,20,,
1475,LRGE,44.0,44.53,1.01,Legg Mason,4.78,0.19,0.38,0.006,5/22/2017,NONE,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,133.6,2.8,13,,
1476,CCON,39.0,36.31,1.42,Direxion,3.13,0.77,1.25,0.0045,8/25/2020,Solactive Connected Consumer Index,All Cap Equities,Equity,Multi-Cap,Growth,North America,U.S.,12.3,0.2,9,,
1477,KMED,130.0,35.57,0.69,KraneShares,2.17,0.01,0.02,0.008,8/29/2018,Solactive Emerging Markets Healthcare Index,Health & Biotech Equities,Equity,Large-Cap,Blend,Broad Asia,Pacific ex-Japan,6.7,0.2,3,Healthcare,Broad
1478,NGE,21.0,71.35,0.58,Global X,3.8,0.77,5.8,0.0089,4/2/2013,Solactive Nigeria Index,Emerging Markets Equities,Equity,Multi-Cap,Blend,Africa,Nigeria,39.3,3.0,8,,
1479,VONG,461.0,44.89,1.03,Vanguard,4.46,1.9,0.79,0.0008,9/22/2010,Russell 1000 Growth Index,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,5378.7,22.3,19,,
1480,ZGBR,107.0,40.1,0.94,State Street SPDR,8.43,1.29,2.66,0.0014,6/11/2014,Solactive GBS United Kingdom Large & Mid Cap Index,Europe Equities,Equity,Large-Cap,Blend,Developed Europe,United Kingdom,14.4,0.3,19,,
1481,VIRS,48.0,48.23,-0.84,Pacer Financial,6.17,0.09,0.32,0.006999999999999999,6/24/2020,LifeSci BioThreat Strategy Index,Large Cap Growth Equities,Equity,Large-Cap,Growth,North America,U.S.,5.5,0.2,12,,
1486,BKMC,498.0,5.34,1.14,Bank of New York Mellon,5.7,0.67,0.82,0.0004,4/9/2020,Morningstar US Mid Cap Index,Mid Cap Growth Equities,Equity,Mid-Cap,Blend,North America,U.S.,89.5,1.1,21,,
1487,CVY,151.0,10.97,1.23,Invesco,5.05,0.68,2.97,0.0094,9/21/2006,Zacks Multi-Asset Income Index,All Cap Equities,Equity,Multi-Cap,Blend,North America,U.S.,129.4,5.7,18,,
1488,CNYA,460.0,21.39,0.66,iShares,1.65,0.45,1.05,0.006,6/13/2016,MSCI China A International Index,China Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,696.1,16.3,19,,
1489,YINN,4.0,99.99,2.26,Direxion,4.59,0.15,0.68,0.0137,12/3/2009,FTSE China 50 Index (300%),Leveraged Equities,Equity,Large-Cap,Blend,Emerging Asia Pacific,China,323.5,14.3,0,,
1490,SPVU,100.0,40.24,1.29,Invesco,6.92,0.91,2.31,0.0013,10/9/2015,S&P 500 Enhanced Value Index,Large Cap Value Equities,Equity,Large-Cap,Value,North America,U.S.,113.5,2.9,17,,
1491,INDY,54.0,59.03,0.91,iShares,5.75,0.03,0.07,0.0093,11/18/2009,S&P CNX Nifty Index,Asia Pacific Equities,Equity,Mega-Cap,Blend,Emerging Asia Pacific,India,702.1,15.5,15,,
